Urgency,Days,TA,ID,Title,Status,Type,Opened,Deadline,Clarification,Score,Matched Terms,Theme,ESA-star
BLUE - monitor/no deadline,,1-13455,185939,POWER EFFICIENT FAST FOURIER TRANSFORM IP CORE - EXPRO PLUS,Intended,Open Competition,,,,6,"image, onboard, processing, remote sensing, sar","Objective: To develop and refine a power efficient Fast Fourier Transform IP Core for FPGA/ASIC implementationDescription: This activity focuses on the design, development and testing of a Fast Fourier Transform (FFT) block to be used in space applications, which is to be developed as a configurable, reusable IP Core. A reusable IP Core is a hardware model, normally described in VHDL, which is fully verified and can be used as a building block in designs for several targets, such as FPGAs from different vendors or as an ASIC, providing savings in mission costs and development times. The developed IP shall be able to solve complex FFT / inverse FFT; convolve and correlate vectors in frequency",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185939
BLUE - monitor/no deadline,,1-13480,186386,CDSE ONBOARDING FOR COMPLEMENTARY DATASETS,Intended,Open Competition,,,,5,"earth observation, onboard, processing","The Copernicus Data Space Ecosystem (CDSE) continues to expand its portfolio by onboarding new, high-value Earth Observation datasets that further strengthen the platform's scientific, operational, and analytical capabilities.This procurement invites contractorsto fully integrate these datasets into the CDSE, building on the platform's open and extensible architecture to ensure seamless ingestion, publication, and access through scalable, standardised interfaces.The activity will enhance user experience by enabling richer interactive visualisation, detailed data exploration, and advanced data processing across the ecosystem.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186386
BLUE - monitor/no deadline,,1-13584,189182,DETERMINISTIC ETHERNET SPACE TIME-SENSITIVE NETWORKING SOFT IP CORE - EXPRO+,Intended,Open Competition,,,,5,"onboard, quality, river, validation","Objective:To develop a technology independent soft IP (Intellectual Property) core that complies with the aerospace profile of TSN(Time Sensitive Networking).Description:TSN (Time-Sensitive Networking) and TTE (Time Triggered Ethernet) are the two technologies that allow to deliver determinism and quality of service on top of standard Ethernet networks. Since TTE can be considered relatively closed technology (i.e. proprietary solution, patents pending on the technology), since a few years TSN is emerging as a potential successor of that technology. TSN is IEEE supported set of standards that implements wide range of quality of services (i.e. reliability, determinism, mixed criticality traff",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/189182
BLUE - monitor/no deadline,,1-13672,193149,USER MANAGEMENT SERVICE (UM-SER),Intended,Open Competition,,,,5,"ai, earth observation, quality","The User Management Service contract will encompass a comprehensive suite of offeringsdesigned to support and enhance user interactions and experience for ESA and Third PartyEO Missions.This service contract aims at integrating the User Communication and Information Portaltogether with the User Management functions, covered in the past by separate contracts,whereby ensuring autonomy to Industry in designing and using communication tools asadditional instrument to reach and stimulate a dynamic and variegated user community.The Information Portal is expected to provide seamless access to relevant content and data,Graphical and Editorial Servicesshall deliver visually engaging and professionall",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193149
BLUE - monitor/no deadline,,1-13528,187350,ARTES 4.0 SPL 4S 5A.087 REGENERATIVE TRANSPONDER WITH BUILT-IN SIGNAL SECURITY PROCESSING FOR USER AUTHORISATION - RE-ISSUE (1-12189),Intended,Open Competition,,,,4,"on-board, processing, satellite",The objective of the activity is to develop technology to prevent non authorised usage of satellite communication bandwidth throughthe implementation and enforcement of on-board authentication protocols. During this activity+ a breadboard that implements such protocol will be developed in a laboratory environment.,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187350
BLUE - monitor/no deadline,,1-13618,190755,CONSOLIDATION OF A FULL G-NODEB FOR SPACE BASED ON A EUROPEAN SIGNAL PROCESSING PLATFORM (ARTES 4.0 SPL 5G/6G 3F.089) - EXPRO+,Intended,Open Competition,,,,4,"ai, processing, satellite","Objective: The objective of the activity is to develop a European g-NodeB (gNB) hardware and software protocol stack architecture for regenerative NGSO satellite with a fully European signal processing platform, i.e., both hardware and softwareTargeted Improvements: Enabling a European full gNB in Space for regenerative 5G/6G broadband satellite systems not existing today in ESA Member StatesDescription: The 3GPP standardisation group has defined the necessary features and enhancements in 5G mobile broadband systems tosupport non-terrestrial network (NTN) since Release 17 in 2022. The upcoming 6G NTN integration into the terrestrial telecom systemenables new features such as:a. Seamless inte",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190755
BLUE - monitor/no deadline,,1-13656,192546,ERS-EO PROOF OF CONCEPT TO SUPPORT ENHANCED PROTECTION OF CRITICAL INFRASTRUCTURE,Intended,Open Competition,,,,4,"earth observation, eo, satellite","ERS-EO Proof of Concept on Critical Infrastructure ManagementThe ERS-EO Element 1 Critical Infrastructure Monitoring Prof of Concept is intended to demonstrate the step improvement for enhanced monitoring and management of critical infrastructure resulting from the effective combination of diverse EO and non-EO capabilities representative of the future Earth Observation Governmental Service (EOGS) capacity. In particular, the customization and fusion of these capabilities will generate significant improvements in tasking response, persistent data collection, information delivery latency, expanded information content andflexibility and adaptability in response to dynamic situations. In this c",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192546
BLUE - monitor/no deadline,,1-13690,193773,HE-ESA-035-STAGE 1 EGNOS NEXT: SYSTEM OF SYSTEMS ENGINEERING TRADE-OFFS,Intended,Open Competition,,,,4,"quality, uav","HE-ESA-035 Stage 1 - EGNOS NEXT: System of Systems engineering trade-offsThe activity aims at performing system studies supporting the definition and future development of EGNOS as a system of segments providing complementary services (Rail, UAV, Automotive, Maritime) to the current version of EGNOS implementing ICAO standards. This activity belongs to Galileo/EGNOS Upstream RD which is part of the space component of Horizon Europe, under which, in line with the signed FFPA and relevant Contribution Agreement, ESA isdelegated by the European Commission to manage this activity. ESA adapted procurement rules will apply as per the ITT to be published (open Competition in 2 stages). ESA reserves",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193773
BLUE - monitor/no deadline,,1-13671,193156,M-IND - INDUSTRIALISATION OF MID-SIZE PLATFORMS FOR LEO CONSTELLATIONS (SAR OPTICAL),Intended,Open Competition,,,,4,"earth observation, sar, satellite","Multiple studies on ""Industrialisation of mid-size platforms for LEO constellations in Earth Observation"". This activity is part of the ""vertical axis"" of the M-IND (Mid-size satellite INDustrialisation) initiative and it is intended for mid-size satellite integrators in order to support the scaling-up of the production of European mid-size satellite (100-500 kg) for Earth Observation applications with LEO constellations. It complements the ""horizontal axis"" of M-IND, where separate technology activities, mostly fundedunder GSTP, will support Equipment suppliers to modernise and industrialise Equipment for sub-systems in mid-size satellites.This activity will focus on the definition and esta",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193156
BLUE - monitor/no deadline,,1-13643,192135,MAINTENANCE AND EVOLUTION OF THE ASGARD LIBRARY - EXPRO+,Intended,Open Competition,,,,4,"earth observation, processing, validation","ASGARD library is a reusable software component providing the geometric computation services required by modern Earth Observation processing systems within the EOPF ecosystem. The primary objective of this activity is the operational qualification, maintenance, and evolution of ASGARD, including performance hardening, validation, and support to its downstream integration and use.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192135
BLUE - monitor/no deadline,,1-13476,186388,RADIATION EFFECTS INSIDE THE SPACECRAFT COMPATIBLE WITH ADHA DEVELOPMENT- EXPRO+,Intended,Open Competition,,,,4,"on-board, satellite, thermal","Objective: To develop a breadboard of a radiation detection unit based on Advanced Data Handling Architectures (ADHA) in order to minimise on-board resources, while improving the integration and deployment.Description: The Agency has had success developing and flying radiation monitors, starting with the REM in the 90's, the SREM in the 2000s, and the EMU and NGRMs since 2017. These monitors have all been self contained and externally mounted, with masses and power requirements exceeding 1 kg and 2 W - low resource, butnot insignificant. Some of these instruments have housed dosimeters, but none have provided measurements within the other spacecraft units. At the moment, there are no low res",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186388
BLUE - monitor/no deadline,,1-13638,191328,ADVANCED METHODS FOR RESILIENCE ACTIVITY - EXPRO+,Intended,Open Competition,,,,3,"eo, processing, satellite","This ITT will implement the new developments related to signal processing techniques for enhanced feature/target characterization, integrating passive sensing with satellite EO for enhanced situation awareness, and development of improved processing service chains integrating advanced signal processing modules into operationally relevant frameworks.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/191328
BLUE - monitor/no deadline,,1-13504,187373,ERS-EO SPACE RESILIENCE NODES USER NEEDS HARMONISATION STUDY - EXPRO+,Intended,Open Competition,,,,3,"earth observation, eo","As part of the European Resilience from Space - Earth Observation (ERS-EO) Element 2 Programme, and in line with the Space Resilience Node (SRN) Workplan 2026 approved on 26th February 2026, ESA intends to issue a competitive tender (ERS-SRN-02) for one (1) harmonization study (up to 300k, 5 - 12 months) which will consolidate the findings from individual SRN User Needs Studies (see Tender Action 1000046333). The objective of the study is to derive or confirm common user needs and requirements for SRNs to inform the SRN Reference Framework, and to identify gaps in space-enabled products to support SRN users' public protection and disaster response activities.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187373
BLUE - monitor/no deadline,,1-13440,185698,FLEXIBLE DIGITAL COHERENT OPTICAL MODULE FOR OPTICAL COMMUNICATION (ARTES 4.0 SL SPL 5H.016),Intended,Open Competition,,,,3,"processing, river, satellite","Objective: The objective of this activity is to develop the required digital processing hardware needed for an optical transceiver supporting multiple optical waveformsat different data rates on a single wavelength.TargetedImprovements:Provide a European solution for a flexible space optical communication coherent modem capable of reaching 100 Gbps.Description: Multiple optical transceivers are being proposed and developed by emerging suppliers in Europe. These transceivers are either already available for theterrestrial market or are currently under development for satellite applications. Some suppliers aim for less complex products, targeting 2.5 Gbps links,while some others utilise advanc",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185698
BLUE - monitor/no deadline,,1-13566,188555,IMPLEMENTATION AND ENGINEERING MODEL TESTING OF IP BLOCKS FOR IMAGE SENSOR OUTPUTS FASTER THAN 1 GBIT/S,Intended,Open Competition,,,,3,"earth observation, image","Objectives:To have a fully European IP block to be used by European Image Sensor designers heavily dependent onnon-European sources. The objective of this activity is to design and validate high throughput serial outputsfor image sensors for dual use applications.Description:The future of infrared and visible sensors (larger formats, smaller pixels, fast frame rates) is tightly linkedtothe ability to read them out fast, but European detector manufacturers have not yet developed thecapability to adopt newer and faster communication protocols.In applications like Earth Observation, there is trend in image sensors towards more pixels and faster framerates, with analogue to digital conversion pe",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/188555
BLUE - monitor/no deadline,,1-13673,193152,LUNAR EUROPEAN POWER PACKS: SYSTEM-LEVEL CONCEPT STUDY (E3CX-033) - EXPRO PLUS,Intended,Open Competition,,,,3,"autonomous, thermal","This Lunar European Power Pack aims to accelerate the maturation of European thermal control and power systems as well as related electronics equipment enabling lunar night survival and lunar night operations in the frame of the ESA lunar roadmap. The output of the Lunar European Power Pack will be a European lunar end-to-end integrated advanced power pack validated design providing thermal control and power as a service to surface Payloads if integrated in the relevant mission's baseline. To enable sustained surface operations on the Moon, robust and autonomous power and thermal services are essential. These systems must be able to support a range of external clients including systems and p",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193152
BLUE - monitor/no deadline,,1-13655,192612,NON-BODY SOLID WASTE COMPACTION AND INHIBITION,Intended,Open Competition,,,,3,water,"Objective: To develop a breadboard demonstrating single-step waste inhibition and compaction and characterize cross-linked biodegradable materials compatible for this process.Description: Re-supply and waste management are critical components of crewed space exploration. The current waste management approach exposes the crew to (bio)safety risks during the temporary storage period and is unpractical in longer space missions. Generic waste compaction/inhibition technologies of mixed waste materials in space have been generally studied. However, despite promising results on the volume reduction performance, the physical characteristics of the product obtained allow for limited transformation o",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192612
BLUE - monitor/no deadline,,1-13498,187382,PHOTONICS-BASED OPTICAL APERTURE FOR LASER COMMUNICATION TERMINALS (ARTES 4.0 SL SPL 5F.056) - EXPRO+,Intended,Open Competition,,,,3,"processing, quality, satellite",Objective: The objective of the activity is to develop and test a thin optical aperture leveraging advances in integrated photonic technology to reduce the size andweight of space-based optical communication terminals.TargetedImprovements:Reduction of both size and weight of satellite laser communication terminals by 50%.Description: Optical communication terminal solutions with lower size and weight are required to serve the increasing role of small spacecraft for satellitecommercialisation by maximising the amountof payload space for mission-enabling processing or sensors. State-of-the-art optical communicationterminals are often too bulky and heavy for such small platforms and a leap in t,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187382
BLUE - monitor/no deadline,,1-13648,192543,SADRR1: USER ENGAGEMENT AND CAPACITY BUILDING,Intended,Open Competition,,,,3,"earth observation, eo","This tender covers stakeholder and user engagement, coordination, requirements consolidation, communication and capacity building relating to the development of Earth Observation (EO) services for climate change adaptation and disaster risk reduction in Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka. It is one of two tenders being implemented as part of the 'Support toDisaster Risk Reduction through Earth Observation and Climate Services in South Asia' (SADRR) initiative (2026-2029), which is being carried out in partnership with the Coalition for Disaster Resilient Infrastructure (CDRI), and funded by the Directorate-General for International Partnerships (DG INTPA) ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192543
BLUE - monitor/no deadline,,1-13650,192542,SADRR2: EO PRODUCT AND FRAMEWORK DEVELOPMENT,Intended,Open Competition,,,,3,"earth observation, eo","This tender covers the development of products and frameworks for users and stakeholders of Earth Observation (EO) services for climate change adaptation and disaster risk reduction in Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka. This tender is one of two being implemented as part of the 'Support to Disaster Risk Reduction through Earth Observation and Climate Services in South Asia' (SADRR) initiative (2026-2029). The initiative is being carried out in partnership with the Coalition for Disaster Resilient Infrastructure (CDRI) and is funded by the Directorate-General for International Partnerships (DG INTPA) as part of the Global Gateway initiative.",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192542
BLUE - monitor/no deadline,,1-13621,190749,T709-903GA SELF-HEALING ARCHITECTURES FOR CYBER RESILIENT GROUND SEGMENT SYSTEMS (EXPRO+),Intended,Open Competition,,,,3,"autonomous, machine learning","Today, mission ground segment systems face increasingly sophisticated and fast-movingcyber threats that can evade static or rule-based detection tools and overwhelm traditionalrecovery procedures. As attacks grow more pervasive, dynamic and subtle, currentapproaches, such as rule-based or ticket driven responses struggle to react at the requiredspeed, resulting in prolonged attacker dwelltime and potential disruption of critical missionoperations, if an attack is detected at all.Real-time automated responses or self-healing' mechanisms, such as fall-back tosecure/minimum configurations, runtime policy/rule change, trusted state reconstitution, orrapid tear-down and re-deploy of compromised s",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190749
BLUE - monitor/no deadline,,5-50197,193361,TWELFTH FIXED CALL FOR PROPOSALS UNDER THE PLAN FOR EUROPEAN COOPERATING STATES (PECS) IN BULGARIA,Intended,Call for Proposals,,,,3,"agriculture, earth observation","The European Space Agency and the Ministry of Innovation and Digital Transformation of the Republic of Bulgaria hereby invite you to submit a proposal for the above Call for Proposals, which will be soon published in esa-star. While it is made visible to all ESA Member States, Associate Members and European Cooperating States, this CfP will be addressed only to Bulgarian legal entities registered in ESA-STAR, as prime tenderer and foresees the following standard activity types: Type A Research and Preparatory Activities, aimed at the preparation for participation in ESA optional programmes or the initial steps of a product development for Space, with potential for use on future ESA missions ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193361
BLUE - monitor/no deadline,,1-13628,191329,ADHA SECURITY MODULE - EXPRO+,Intended,Open Competition,,,,2,"satellite, validation","Objective: To derive a standard set of requirements for the ADHA (Advanced Data Handling Architecture) Security Module and implement a prototype form-factor equivalent ADHA module.Description: The ADHA (Advanced Data Handling Architecture) has been initiated through a collaboration between ESA, European satellite primes and data handling equipment suppliers. The initiative has resulted in the agreement on an architecture for data handling unit based on standard module functions. A standard module procurement flow has been defined, as well as a standardized backplane connector and electrical interfaces. This allows independent development of interoperable modules that can be connected togethe",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/191329
BLUE - monitor/no deadline,,1-13548,188554,"BG_AD07 BULGARIAN EO APPLICATIONS CONSOLIDATION MARITIME SURVEILLANCE, CRITICAL INFRASTRUCTURE AND EXTRACTIVES MANAGEMENT - EXPRO+",Intended,Open Competition,,,,2,"eo, river","This activity aims at consolidating Bulgarian EO applications in the following three domains: (1) Integrated Maritime Surveillance- Maritime safety, security, and situational awareness in Bulgaria's Exclusive Economic Zone and adjacent marine areas, by developing systems and methods to combine multiple data sources into one coherent maritime picture. (2) Critical Infrastructure Security - Integration of EO-derived information, ground-based sensor network data and transponder data to support enhanced resilience within Bulgarian critical infrastructure such as road and rail transport networks, port and river transport infrastructure, energy generation, transmission and storage infrastructure a",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/188554
BLUE - monitor/no deadline,,1-13469,185955,COMPATIBILITY VALIDATION TESTBED OF THE OPTICAL HEAD AND ITS CONTROL OF OPTICAL COMMUNICATION TERMINALS (ARTES 4.0 SL SPL 5H.015),Intended,Open Competition,,,,2,"satellite, validation","Objective: The objective of this activity is to develop a testbed that will test the interoperability between different suppliers of optical communication terminals. Thisshall include free-space optics testing to evaluate the pointing, acquisition, and tracking performance.TargetedImprovements:To enable independent on-ground validation of optical communication terminal interoperability ina facility located in ESA member states.Description: With an increasing number of constellations considering the use of optical inter satellite links and cross-atmospheric links, it is important to test, validateand ultimately certify the interoperability between different laser terminals manufactured by mul",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185955
BLUE - monitor/no deadline,,1-13597,190758,COPERNICUS FLIGHT OPERATIONS SUPPORT SERVICE,Intended,Open Competition,,,,2,onboard,"This procurement covers the provision of Flight Operations Support Services for Copernicus missions operated by ESOC for the period2027-2032. The scope includes the support to all activities required for the preparation and execution of flight operations, such as routine operations, LEOP, commissioning, and end-of-life/deorbiting. It encompasses all key technical disciplines needed to ensuresafe and reliable operations.The service shall ensure continuity with the current contract through a structured phase-in, enabling a progressive ramp-up to full operational readiness. The service shall deliver the agility required to onboard the new Copernicus Expansion missions entrusted to ESOC while ma",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190758
BLUE - monitor/no deadline,,1-13607,190772,DUAL SATELLITE IN-ORBIT TESTBED FOR SENSING AND COMMUNICATION FOR LOW-POWER DEVICES (ARTES AT 3E.034),Intended,Open Competition,,,,2,"quality, satellite","Objective: The objective of this activity is to design, manufacture and launch a dual satellite in-orbit testbed for sensing and communication for low-power devices with both transmit and receive user capability and inter-satellite link.Targeted Improvements: Enabling the development of protocols and operations concepts for the communication and geolocation from space with low-power terrestrial devices.Description: There is currently no European in-orbit capability to test and validate low-power communication directlybetween LEO satellites and standard ground devices. This limits the development of protocols, modulation schemes, and system architectures for emerging applications in low-power",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190772
BLUE - monitor/no deadline,,1-13679,193366,HARMONY DATA INNOVATION AND SCIENCE CLUSTER: DEVELOPMENT PHASE (DISCDEV),Intended,Open Competition,,,,2,"quality, validation","The scope of this procurement is to set up the Harmony Data Innovation and ScienceCluster: development phase (DISCdev) contract. The DISCdev contract will be split into onepre-launch and one post-launch phase. The pre-launch phase (Phase 1) will mainly coverthe development and the integration of the Harmony processors and of quality andcalibration/validation tools and procedures. The post-launch phase (Phase 2) will cover inorbitcommissioning activities, where the operation and validation of all implemented toolsandprocessors, as well as product validation, will be performed. The DISCdev is a precursorof the Harmony Data Innovation and ScienceCluster (DISC), which will perform the nominalcal",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193366
BLUE - monitor/no deadline,,1-13499,187377,HYDRON HAPS: HAPS-BASED OPTICAL NETWORK EXTENSION (ARTES 4.0 SL SPL 3A.242) EXPRO+,Intended,Open Competition,,,,2,"image, satellite","Objective:The objective of this study is to develop a system concept extending High-throughput Optical Network (HydRON) services to High-Altitude Pseudo-Satellites (HAPS) and their networks. To identify the technology gaps as well as the required development roadmap including estimations of schedule and costs.Targeted Improvements:To enable the connectivity of HAPS to an evolution of the satellite optical network system.Description:High-Altitude Pseudo-Satellites (HAPS) will play the role of an intermediate, airborne layer in a multi-domain/orbit communications architecture in line with the optical-6G concept. HAPS operate in the stratosphere at altitudes of 15 to 50 km, where they can maint",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187377
BLUE - monitor/no deadline,,1-13490,186404,IN-ORBIT EXPERIMENT OF QUANTUM COMMUNICATION SOURCES (ARTES 4.0 SL SPL 3H.006) - ON REQUEST,Intended,Open Competition,,,,2,on-board,"Objective: Demonstrate the capability and feasibility of high-performance entangled photon sources and their monitoring testbed in space.TargetedImprovements:Creating a capability in Europe and Canada currently not present, to experiment with the operation andperformance of quantum communication sourcesin orbit, enabling future quantum communication systems.Description: Entangled photonsources are at the heart of many technological applications, including novel space-based quantum information networks (QIN).Demonstrating the capability and feasibility of high-performance entangled photon sources in space is an essential step to unlock these maturingtechnologies for emerging quantum communica",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186404
BLUE - monitor/no deadline,,1-13685,193753,MATERIALS FOR SUSTAINABLE ATMOSPHERIC RE-ENTRY - EXPRO+,Intended,Open Competition,,,,2,"thermal, validation","Objective:To characterise spacecraft materials that minimise atmospheric impacts during re-entry.Description:ESA's Green Agendaand Ecodesign Policy require that the environmental impacts of all space missions andprogrammes are assessed and reduced across their full life cycle. Launch and spacecraft re-entry effects onthe atmosphere are known gaps to fulfil these requirements. This results in significant uncertainty andsystematic exclusion of such effects when developing materials on the basis of sustainable performance.Previous and ongoing Discovery activities, Insights into the Chemistry of Atmospheric Re-entry of JunkedSpacecraft (ICARUS) and Impacts of space Debris ablation on Earth's Atm",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193753
BLUE - monitor/no deadline,,1-13680,193359,MEASUREMENT AND MODELLING OF THE ATTITUDE OF METOP AND SENTINEL 1 TO PREPARE FOR ERASE PHASE A - EXPRO+,Intended,Open Competition,,,,2,"river, thermal","Summary Description The proposed activity is will support the preparation for the ERASE Phase A. ERASE aims to prepare the removalof large, non-cooperative and unprepared objects in low Earth orbit, initially considering Metop and Sentinel-1 targets (starting with METOP-A and S1B, both being decommissioned), thereby supporting ESA's Space Safety Programme and the transition towards a circular economy in space. This activity will establish and demonstrate ground-based laser-ranging measurement, modelling and analysis capabilities to characterise the attitude state and tumbling behaviour of non-cooperative, unprepared targets, with initial focus on Metop and Sentinel-1 targets. The output is e",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193359
BLUE - monitor/no deadline,,1-13653,192132,RECEIVER TECHNIQUES AND ALGORITHMS FOR PNT SOLUTIONS WITH ONLY 1 AND 2 LEO SATELLITES IN VIEW - EXPRO+,Intended,Open Competition,,,,2,"processing, satellite","Objective: To design PNT techniques and algorithms relying on only 1 and 2 LEO satellites in view, based on the optimised fusion ofall the available estimations along time.Description: The use of LEO-based systems on top of current GNSS systems (in MEO orbits) is being considered to improve the achievable user performances, in particular in challenging user scenarios. To ensure that at least3 or 4 satellites are in view by any user on ground, a much larger number of LEO satellites than for MEO is required to be used inthis case. In this context, it is of high interest to investigate techniques exploiting signals received by LEO satellites when only 1 and 2 LEO satellites are in view by a gro",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192132
BLUE - monitor/no deadline,,1-13491,186402,RECONFIGURABLE PHOTONIC RF FILTER FOR FLEXIBLE PAYLOADS (ARTES 4.0 SL SPL 5F.055) - EXPRO+ (ON REQUEST),Intended,Open Competition,,,,2,"satellite, thermal","Objective: The objective of the activity is to design, manufacture and test a reconfigurable photonic RF filter with adjustable passband and tuneable central frequencybased on photonic integrated circuits.TargetedImprovements:Efficient spectrum management andinterference mitigation for multi-band flexible payloads. Adjustable passband in the range of 36MHz to 1500MHz(target 25MHz to 3000MHz) and tuneable central frequency across Ka/Q/V bands that is not currently existing.Description: In order to address changing market demands during the satellite mission lifetime and for interference mitigation, satellite operators are interested in fullyflexible payload architectures that offer in-orbit R",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186402
BLUE - monitor/no deadline,,1-13474,186390,S3-SW-07- SPACE WEATHER HOSTED-PAYLOAD DATA-AS-A-SERVICE DEMONSTRATOR,Intended,Open Competition,,,,2,"processing, thermal","The objective of this activity is to implement and deliver a data service for Space Weather data based on a Hosted Payload approach. The following set of measurements shall be provided in near-real time from a Low Earth Orbit with an altitude around 1000 km:oThe flux of energetic electrons (0.3 - 3 MeV) and protons (10 - 200 MeV), as present in Earth's radiation belts and from Solar Particle EventsoThe flux of thermal electrons and ions (10 eV to 24 keV) to measure the 3D distribution of precipitating particles.The lifetime of the hosting mission is expected to be at least 5 years, so that the data service could be provided for an extended amountof time, while the activity only covers the fi",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186390
BLUE - monitor/no deadline,,1-13606,190381,S3-SW-14 SPACE WEATHER CENTRE FOR SPAIN INITIAL ESTABLISHMENT AND CORE CAPABILITY DEVELOPMENTS: PART 1,Intended,Open Competition,,,,2,"quality, satellite","Space Weather Centre for Spain Initial Establishment and Core Capability Developments: Part 1This activity will constitute the initial establishment and operation of a Space Weather Centre for affected stakeholders along with underpinning tools, capabilities and procedures required in order to deliver tailored high quality services to end users. Key user groups are expected to include operators of energy transmission systems, satellite operators, the aviation sector, the Ministry of Defence (MoD) and others. The Centre shall operate in close cooperation with ESA's Space weather Service Network with the aim to establish a node that facilitates collaborative actions with network participants w",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190381
BLUE - monitor/no deadline,,5-50187,186383,ADVANCING SECTORAL EMISSIONS MONITORING FCP - FIXED CALL FOR PROPOSALS,Intended,Call for Proposals,,,,1,eo,"The Advancing Sectoral Emission Monitoring is a Fixed Call for Proposal for RD projects advancing the detection and quantificationof greenhouse gas (CH4, CO2 or other species with a radiative forcing effect) and air pollutants emissions for specific sectors. Targeted sectors are defined as in international and European policies (IPCC Guidelines for National Greenhouse Gas Inventories, EU-ETS, CBAM, main sectors contributing to global methane emissions, Industrial Emissions Portal Regulation, ...). The activity will alsovelop complementary sector-specific information such as activity data to produce EO-based policy-relevant information. The activityforesees the direct involvement of relevant ",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186383
BLUE - monitor/no deadline,,1-13427,185697,ASSESSMENT OF 400 TO 800 GBPS DIGITAL COHERENT OPTICAL MODULES FOR SATELLITE OPTICAL COMMUNICATION (ARTES 4.0 SL SPL 5H.017) - EXPRO+,Intended,Open Competition,,,,1,satellite,"The objective of the activity is to assess the suitability of the latest generation of COTS Digital Coherent Optical (DCO) modules for optical intersatelliteand cross-atmospheric links.TargetedImprovements:Enabling optical inter satellite links (OISLs) with adata rate four times higher than previously demonstrated. Improving the efficiency of transceivers(energy/bit).Description: The current generation of coherent transceivers Digital Coherent Optical (DCO) modules tested and implemented in current laser communication terminalsallow data rates from 100 to 200 Gbps. However, the latest generation of COTS DCO (fibre networks) extends this range to 800 Gbps, leveraging severaltechnological adva",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185697
BLUE - monitor/no deadline,,1-13442,185674,DESIGN AND PRODUCTION OF A MOBILE MEASUREMENT CONTROL COMMAND SYSTEM - EXPRO+,Intended,Open Competition,,,,1,validation,"This activity is to procure a fully operational Mobile Measurement Control Command system (Mobile MCC). The Mobile MCC is a portable control unit designed for flexible deployment within or outside a facility, positioned near the experiment it supports, and capable of being easily relocated across various environments such as laboratories, clean rooms, and general facility areas once unloaded from its transport pallet. The scope includes system engineering and detailed design, procurement and manufacturing of hardware,integration of acquisition and control systems, software implementation and configuration, testing and validation of system performance, delivery of the complete system and docu",https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/185674
